Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
03.09.2017;04.09.2017;106.660,50;46.035,50;1.641,75;22.354,75;140.194,00;4.330,75;212.586,75;369.765,25;114.284,00;27.878,75;11.385,25;30.258,75
04.09.2017;05.09.2017;105.283,75;49.835,75;10.079,75;66.711,00;168.123,00;4.427,25;212.671,25;358.314,75;235.016,75;50.430,25;28.847,25;32.622,00
05.09.2017;06.09.2017;104.514,75;52.740,50;33.714,75;70.275,00;135.541,50;4.514,00;212.682,75;356.315,25;265.391,50;50.350,75;22.081,00;32.450,75
06.09.2017;07.09.2017;104.358,00;53.752,50;56.340,75;327.469,75;92.002,25;4.409,00;209.857,50;336.700,00;145.033,75;30.876,25;25.109,50;32.640,50
07.09.2017;08.09.2017;105.105,50;53.336,25;51.287,25;296.746,75;100.495,75;4.431,25;210.712,75;328.000,00;160.446,50;46.593,25;27.802,50;33.715,25
08.09.2017;09.09.2017;105.670,75;52.753,00;66.465,50;443.945,75;82.393,50;4.514,00;210.276,25;331.020,75;80.670,50;29.926,00;26.895,00;32.746,75
09.09.2017;10.09.2017;106.196,75;51.926,25;13.591,50;287.917,25;63.259,50;4.468,75;211.185,75;324.914,50;70.402,25;27.385,75;28.214,00;31.223,00
10.09.2017;11.09.2017;105.579,50;50.935,50;71.390,00;204.011,50;113.329,50;4.510,00;193.485,00;296.869,00;41.791,75;24.661,50;17.377,50;31.224,00
11.09.2017;12.09.2017;105.245,25;50.161,00;90.404,25;489.873,50;102.464,00;4.427,25;195.576,25;285.492,00;83.047,00;31.829,25;28.013,75;32.222,00
12.09.2017;13.09.2017;105.415,50;50.528,75;64.986,25;405.090,75;103.032,50;4.514,25;212.053,50;313.729,75;86.008,50;33.474,50;34.875,75;33.442,00
13.09.2017;14.09.2017;104.891,75;49.713,75;67.505,75;685.568,50;76.820,00;4.405,75;203.001,75;226.652,75;66.402,25;32.769,00;28.427,75;32.974,25
14.09.2017;15.09.2017;85.516,50;51.515,75;72.877,50;572.510,75;64.482,00;4.574,75;211.701,25;292.473,25;71.756,50;34.578,00;28.927,00;33.907,00
15.09.2017;16.09.2017;86.691,75;52.215,50;56.622,00;294.158,50;120.941,50;4.479,00;213.104,00;357.128,25;158.846,50;35.019,25;28.756,00;34.452,00
16.09.2017;17.09.2017;86.401,00;52.905,25;3.866,25;78.467,75;99.446,75;3.928,50;216.490,75;379.103,50;195.589,50;30.265,50;18.298,50;31.926,50
17.09.2017;18.09.2017;85.633,00;52.557,25;2.982,50;19.782,75;119.925,75;3.932,50;213.678,75;379.655,25;174.691,00;31.523,25;14.907,75;31.450,25
18.09.2017;19.09.2017;85.271,75;51.038,50;3.833,25;50.321,25;106.991,50;3.888,75;217.729,25;370.490,75;293.230,25;89.137,25;27.290,00;34.754,50
19.09.2017;20.09.2017;85.478,50;50.906,75;19.847,75;55.957,25;93.990,00;3.930,75;217.154,25;380.582,75;294.040,50;89.302,25;26.151,00;35.377,00
20.09.2017;21.09.2017;86.396,25;51.102,50;39.334,75;105.437,75;85.205,75;3.927,25;215.876,50;381.523,75;287.093,50;78.489,75;27.044,00;34.838,50
21.09.2017;22.09.2017;86.381,00;51.011,00;17.451,25;33.325,75;123.772,25;4.095,75;215.237,25;390.468,00;283.498,50;73.555,75;22.024,50;33.528,00
22.09.2017;23.09.2017;85.870,00;50.029,00;5.385,50;11.681,25;113.891,25;4.098,25;216.512,25;388.523,75;298.141,50;74.545,50;27.318,50;33.529,25
23.09.2017;24.09.2017;105.763,50;48.576,75;2.452,75;22.323,00;117.185,00;3.896,75;210.742,00;368.925,00;235.036,50;57.439,25;19.802,00;31.751,25
24.09.2017;25.09.2017;105.253,00;47.668,50;9.314,75;39.155,50;88.861,00;3.904,00;201.514,00;352.858,00;205.684,50;40.625,50;17.374,25;31.213,50
25.09.2017;26.09.2017;105.239,00;46.621,25;34.188,25;69.363,00;91.454,50;3.908,75;199.450,75;358.030,25;301.823,75;94.112,75;36.200,00;33.978,50
26.09.2017;27.09.2017;105.881,50;47.091,50;38.256,50;97.904,75;102.236,25;4.136,50;200.396,00;357.687,00;289.964,75;101.753,75;31.512,75;35.345,75
27.09.2017;28.09.2017;106.420,50;46.901,50;46.115,50;97.184,25;108.036,75;4.284,25;201.473,25;353.863,25;293.744,00;99.147,75;30.652,00;35.062,75
28.09.2017;29.09.2017;106.398,50;45.292,25;41.423,00;94.593,75;84.594,75;4.058,00;230.377,00;350.983,75;257.995,25;101.879,50;26.177,25;35.057,00
29.09.2017;30.09.2017;107.051,00;43.511,50;49.018,75;118.857,50;99.957,25;4.510,00;244.268,75;364.780,50;246.913,75;89.829,75;24.441,75;35.202,50
30.09.2017;01.10.2017;107.012,00;40.830,75;29.897,50;176.491,25;91.065,75;4.424,50;240.216,00;375.300,25;127.406,25;47.632,00;20.210,50;32.270,25
01.10.2017;02.10.2017;105.455,75;42.390,50;59.419,75;138.674,75;87.195,25;4.491,25;243.555,50;351.541,50;46.730,00;37.313,00;23.948,00;31.946,00
02.10.2017;03.10.2017;105.496,25;44.386,25;105.107,00;467.738,75;55.170,25;4.494,75;232.907,75;284.382,75;33.942,00;39.492,75;29.026,25;32.379,00
03.10.2017;04.10.2017;105.671,75;46.353,75;102.976,25;361.435,25;79.475,25;4.470,50;234.684,25;286.359,25;40.392,25;38.144,25;26.731,50;24.447,50
04.10.2017;05.10.2017;105.317,25;49.434,25;96.178,25;522.865,25;74.265,75;4.463,50;242.350,25;298.725,50;65.156,50;60.350,25;29.846,75;31.243,75
05.10.2017;06.10.2017;103.791,00;47.709,75;96.083,00;650.043,50;70.284,75;4.439,75;237.499,50;278.413,50;36.648,25;46.646,50;29.534,75;31.318,00
06.10.2017;07.10.2017;104.509,75;48.879,00;105.247,50;500.959,75;68.365,00;4.637,50;241.076,50;310.320,00;67.436,25;53.802,50;32.426,75;32.628,75
07.10.2017;08.10.2017;106.186,00;49.012,00;105.558,50;533.859,00;52.326,25;4.540,50;229.079,25;239.294,25;34.257,00;34.712,00;15.484,75;31.740,50
08.10.2017;09.10.2017;106.228,25;48.829,50;59.499,50;285.865,00;61.002,25;4.473,50;236.617,75;303.999,25;80.358,75;34.698,25;22.528,75;31.821,25
09.10.2017;10.10.2017;105.683,00;47.776,50;16.588,50;146.300,50;68.709,50;5.048,75;247.186,25;359.549,75;281.255,50;96.073,00;36.341,25;34.023,00
10.10.2017;11.10.2017;106.014,50;47.162,00;49.635,75;263.433,50;36.635,50;5.024,00;246.409,75;365.703,00;258.270,25;64.410,25;30.507,75;33.996,25
11.10.2017;12.10.2017;106.045,00;44.825,75;85.668,00;432.010,25;63.035,75;4.704,00;240.462,50;341.424,75;151.539,00;46.068,00;30.506,00;31.287,00
12.10.2017;13.10.2017;105.692,75;42.719,50;72.734,75;566.240,50;78.488,50;4.609,50;239.532,75;279.134,00;101.082,75;50.963,25;26.718,25;31.541,00
13.10.2017;14.10.2017;107.006,50;42.140,75;80.778,25;227.896,25;91.525,00;4.636,50;243.236,50;352.949,75;220.736,75;64.668,25;38.187,50;34.658,75
14.10.2017;15.10.2017;106.504,00;41.222,75;95.119,75;213.995,50;110.629,75;4.599,25;240.867,25;361.072,75;108.017,75;36.702,75;24.962,00;32.185,75
15.10.2017;16.10.2017;106.148,25;38.541,25;62.025,75;146.961,25;123.717,75;4.524,75;240.317,00;360.161,75;85.378,50;33.526,25;17.636,25;32.056,25
16.10.2017;17.10.2017;105.192,75;36.966,00;36.691,50;216.836,75;118.553,50;4.362,00;244.235,00;370.131,50;257.019,75;75.516,25;29.982,00;33.870,75
17.10.2017;18.10.2017;104.803,00;37.564,25;78.022,50;199.977,25;106.554,75;4.240,50;240.432,00;372.077,25;264.511,50;91.689,75;28.558,75;34.236,75
18.10.2017;19.10.2017;105.524,25;38.857,50;20.118,50;51.345,00;98.499,50;4.453,00;244.252,50;385.576,25;306.091,75;118.186,00;40.274,50;35.687,50
19.10.2017;20.10.2017;105.382,75;38.749,00;40.446,75;102.624,25;95.179,50;4.510,50;244.500,00;384.399,75;282.568,50;111.834,00;25.383,50;35.953,75
20.10.2017;21.10.2017;106.144,00;35.996,25;69.830,00;288.268,75;62.918,50;4.473,25;241.259,00;378.161,25;185.099,50;77.651,00;22.454,50;34.970,50
21.10.2017;22.10.2017;106.975,00;34.614,00;64.638,50;212.062,25;44.625,50;4.536,50;238.317,50;394.100,50;122.632,25;38.114,75;23.874,25;33.866,00
22.10.2017;23.10.2017;106.816,00;35.141,00;74.899,00;365.208,75;46.077,25;4.593,25;241.229,00;342.281,75;44.060,75;34.877,25;18.096,50;32.349,25
23.10.2017;24.10.2017;107.074,50;36.558,25;35.170,25;240.929,75;30.341,00;4.928,50;243.607,25;401.362,50;254.494,75;96.270,50;32.147,25;36.093,50
24.10.2017;25.10.2017;107.074,25;39.020,50;63.882,75;201.902,25;41.478,75;4.908,00;240.812,75;404.031,75;255.090,00;83.806,75;20.714,50;31.002,25
25.10.2017;26.10.2017;105.834,25;37.358,50;73.770,25;392.518,75;52.359,75;4.735,25;242.854,25;386.428,75;150.031,75;63.150,25;23.968,50;26.310,00
26.10.2017;27.10.2017;105.965,75;37.047,75;90.391,75;228.562,25;54.839,50;4.729,75;242.238,75;389.834,25;210.523,75;97.346,25;32.009,50;27.125,50
27.10.2017;28.10.2017;106.626,75;38.879,75;79.148,75;445.186,75;52.373,00;4.866,75;239.801,75;359.340,25;92.141,25;61.217,75;30.111,25;30.154,25
28.10.2017;29.10.2017;107.090,75;40.101,00;80.341,75;704.244,00;26.801,25;4.390,75;194.305,25;177.011,75;36.931,00;42.692,75;16.559,00;29.179,25
29.10.2017;30.10.2017;109.232,00;41.170,50;71.086,50;677.514,00;52.241,00;4.379,00;182.441,75;166.524,25;28.070,50;35.289,00;16.251,00;25.661,50
30.10.2017;31.10.2017;106.452,50;42.917,00;86.710,25;335.628,50;69.880,25;5.125,00;240.875,25;306.271,00;66.870,75;51.773,00;28.126,25;32.179,50
31.10.2017;01.11.2017;108.797,50;40.924,25;52.702,25;201.861,25;56.767,00;5.443,25;244.755,25;337.570,25;96.002,25;67.677,25;22.615,50;37.361,50
01.11.2017;02.11.2017;111.054,75;39.630,25;87.900,25;327.571,75;37.046,50;5.309,25;242.224,75;303.369,50;92.693,50;69.962,00;21.323,50;38.152,50
02.11.2017;03.11.2017;110.679,50;38.466,00;51.151,25;302.659,25;51.505,00;5.191,75;243.355,75;348.813,75;197.499,25;72.885,00;20.660,00;37.275,00
03.11.2017;04.11.2017;111.283,50;40.451,00;32.918,00;79.295,25;50.759,75;5.209,75;244.579,25;368.945,50;319.430,50;119.382,25;33.510,25;38.748,50
04.11.2017;05.11.2017;111.615,75;37.674,50;68.091,00;235.808,00;57.358,25;5.111,75;242.758,25;375.793,25;135.728,00;48.200,75;11.171,75;36.033,50
05.11.2017;06.11.2017;110.789,25;36.013,25;44.222,50;226.097,75;25.259,25;5.064,50;238.604,50;401.650,75;115.791,50;47.751,25;12.499,25;35.622,25
06.11.2017;07.11.2017;110.955,00;44.190,75;25.428,50;80.122,50;40.298,75;5.290,50;216.288,75;423.152,75;277.592,00;125.903,75;37.212,25;38.917,75
07.11.2017;08.11.2017;111.200,00;46.196,50;41.011,50;108.441,25;27.300,25;5.384,00;216.531,75;412.197,25;321.149,75;130.560,50;30.738,00;39.810,00
08.11.2017;09.11.2017;110.698,00;45.337,75;7.484,00;61.416,75;18.330,75;5.381,25;216.531,50;398.343,25;318.214,75;143.285,00;37.484,00;41.174,75
09.11.2017;10.11.2017;111.371,00;43.497,50;55.985,50;141.817,50;15.288,25;5.324,50;211.634,25;394.169,25;310.681,00;127.656,00;27.752,75;39.832,00
10.11.2017;11.11.2017;111.852,75;41.994,00;82.305,00;537.332,00;12.772,50;5.293,25;210.451,75;348.539,50;105.094,75;77.896,50;23.978,00;35.567,00
11.11.2017;12.11.2017;111.553,50;42.436,25;96.974,50;451.819,25;18.164,00;5.295,50;198.919,00;336.782,00;70.679,75;57.908,75;19.096,75;34.496,50
12.11.2017;13.11.2017;112.437,25;49.124,25;65.550,50;178.645,50;15.730,75;5.333,75;209.876,25;398.960,75;111.142,50;49.972,00;21.943,25;35.423,75
13.11.2017;14.11.2017;112.729,00;49.269,50;61.802,75;151.640,75;36.999,25;5.341,00;215.788,00;409.717,75;265.878,25;92.726,00;23.459,00;37.954,25
14.11.2017;15.11.2017;114.494,75;48.401,50;46.214,00;245.608,50;38.772,00;5.358,50;213.212,50;407.089,25;268.458,00;92.637,50;17.665,50;37.250,50
15.11.2017;16.11.2017;114.658,00;50.467,25;14.564,50;88.004,50;25.803,00;5.349,50;215.995,25;382.465,00;319.629,00;129.799,00;50.377,00;38.342,75
16.11.2017;17.11.2017;114.819,25;49.856,25;60.639,50;110.955,75;18.145,00;5.358,00;215.282,50;377.056,00;325.126,75;127.484,50;36.119,25;40.506,50
