Datum von;Datum bis;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen
10.01.2019;11.01.2019;216.627,50;27.658,25;174.146,00;14.823,25
11.01.2019;12.01.2019;503.277,50;107.940,00;388.177,50;7.160,00
12.01.2019;13.01.2019;714.582,75;106.746,75;601.266,50;6.569,50
13.01.2019;14.01.2019;897.747,75;113.672,50;779.423,75;4.651,50
14.01.2019;15.01.2019;880.190,50;109.210,00;746.878,25;24.102,25
15.01.2019;16.01.2019;833.113,50;110.577,75;709.145,25;13.390,50
16.01.2019;17.01.2019;724.935,50;112.801,25;588.875,25;23.259,00
17.01.2019;18.01.2019;748.472,25;115.088,75;612.899,25;20.484,25
18.01.2019;19.01.2019;301.209,25;31.208,00;220.351,00;49.650,25
19.01.2019;20.01.2019;179.010,25;27.243,75;97.369,00;54.397,50
20.01.2019;21.01.2019;116.252,25;8.112,50;47.691,25;60.448,50
21.01.2019;22.01.2019;197.111,00;40.032,25;108.483,00;48.595,75
22.01.2019;23.01.2019;342.543,25;92.962,50;201.843,00;47.737,75
23.01.2019;24.01.2019;219.726,00;31.739,25;151.443,25;36.543,50
24.01.2019;25.01.2019;75.882,50;11.064,75;42.040,75;22.777,00
25.01.2019;26.01.2019;206.963,75;50.910,50;137.022,50;19.030,75
26.01.2019;27.01.2019;507.959,75;65.386,50;435.919,25;6.654,00
27.01.2019;28.01.2019;590.511,25;81.282,00;494.244,25;14.985,00
28.01.2019;29.01.2019;501.255,75;75.104,25;407.307,00;18.844,50
29.01.2019;30.01.2019;375.312,50;77.380,75;263.527,00;34.404,75
30.01.2019;31.01.2019;509.283,50;77.584,00;402.146,00;29.553,50
31.01.2019;01.02.2019;283.912,25;56.206,00;181.369,50;46.336,75
01.02.2019;02.02.2019;394.261,75;99.390,25;272.693,25;22.178,25
02.02.2019;03.02.2019;130.991,75;33.746,50;79.547,00;17.698,25
03.02.2019;04.02.2019;316.333,00;54.482,25;242.994,25;18.856,50
04.02.2019;05.02.2019;528.519,25;113.592,25;363.045,00;51.882,00
05.02.2019;06.02.2019;396.234,25;73.944,25;284.324,25;37.965,75
06.02.2019;07.02.2019;424.010,00;93.488,50;281.008,25;49.513,25
07.02.2019;08.02.2019;642.199,50;90.767,50;526.963,25;24.468,75
08.02.2019;09.02.2019;788.107,75;109.337,00;633.258,25;45.512,50
09.02.2019;10.02.2019;992.724,50;105.274,25;833.149,00;54.301,25
10.02.2019;11.02.2019;756.972,25;77.753,25;659.854,50;19.364,50
11.02.2019;12.02.2019;845.984,00;100.611,25;708.099,75;37.273,00
12.02.2019;13.02.2019;497.355,50;80.427,75;375.957,75;40.970,00
13.02.2019;14.02.2019;526.928,00;105.546,75;356.784,50;64.596,75
14.02.2019;15.02.2019;273.954,50;67.024,00;114.952,25;91.978,25
15.02.2019;16.02.2019;319.010,25;58.504,00;140.530,75;119.975,50
16.02.2019;17.02.2019;510.118,25;104.561,25;281.853,50;123.703,50
17.02.2019;18.02.2019;331.011,75;68.581,50;140.238,25;122.192,00
18.02.2019;19.02.2019;388.391,00;76.343,75;183.358,75;128.688,50
19.02.2019;20.02.2019;639.717,25;113.535,00;455.276,00;70.906,25
20.02.2019;21.02.2019;430.426,25;99.885,25;267.033,50;63.507,50
21.02.2019;22.02.2019;468.600,25;90.606,75;318.351,25;59.642,25
22.02.2019;23.02.2019;277.925,25;38.772,50;189.758,00;49.394,75
23.02.2019;24.02.2019;350.784,25;41.962,25;175.976,50;132.845,50
24.02.2019;25.02.2019;230.012,50;17.839,00;79.247,25;132.926,25
25.02.2019;26.02.2019;239.195,75;19.703,50;83.907,00;135.585,25
26.02.2019;27.02.2019;219.593,75;11.888,50;72.484,75;135.220,50
27.02.2019;28.02.2019;333.319,75;52.700,75;131.847,25;148.771,75
28.02.2019;01.03.2019;513.737,00;36.631,25;355.631,00;121.474,75
01.03.2019;02.03.2019;242.189,75;37.885,75;168.139,00;36.165,00
02.03.2019;03.03.2019;281.712,75;55.592,00;185.864,25;40.256,50
03.03.2019;04.03.2019;847.002,00;114.661,50;682.527,50;49.813,00
04.03.2019;05.03.2019;1.044.323,75;117.912,00;856.479,50;69.932,25
05.03.2019;06.03.2019;813.756,25;93.598,00;642.025,25;78.133,00
06.03.2019;07.03.2019;679.084,25;100.667,75;479.738,50;98.678,00
07.03.2019;08.03.2019;897.939,50;112.065,50;719.862,75;66.011,25
08.03.2019;09.03.2019;902.963,00;120.199,75;699.407,75;83.355,50
09.03.2019;10.03.2019;1.006.429,25;125.036,75;827.391,25;54.001,25
10.03.2019;11.03.2019;595.679,25;56.333,25;499.507,75;39.838,25
11.03.2019;12.03.2019;706.871,50;66.830,25;571.699,50;68.341,75
12.03.2019;13.03.2019;733.310,25;101.527,50;538.720,00;93.062,75
13.03.2019;14.03.2019;1.052.457,00;128.843,50;843.749,25;79.864,25
14.03.2019;15.03.2019;899.539,50;113.022,50;751.715,75;34.801,25
15.03.2019;16.03.2019;901.854,25;112.742,25;758.428,75;30.683,25
16.03.2019;17.03.2019;796.520,50;104.680,50;647.698,00;44.142,00
17.03.2019;18.03.2019;902.829,25;122.583,50;677.701,00;102.544,75
18.03.2019;19.03.2019;815.274,00;107.816,25;602.737,50;104.720,25
19.03.2019;20.03.2019;343.100,50;41.080,75;171.086,25;130.933,50
20.03.2019;21.03.2019;401.570,75;77.092,25;172.856,25;151.622,25
21.03.2019;22.03.2019;376.824,25;84.886,75;136.123,75;155.813,75
22.03.2019;23.03.2019;275.024,75;32.767,00;77.233,25;165.024,50
23.03.2019;24.03.2019;353.956,75;46.448,00;149.285,50;158.223,25
24.03.2019;25.03.2019;297.677,25;54.793,50;117.626,75;125.257,00
25.03.2019;26.03.2019;694.061,00;113.309,00;478.947,00;101.805,00
26.03.2019;27.03.2019;541.540,75;93.750,00;360.725,50;87.065,25
27.03.2019;28.03.2019;330.563,25;67.790,00;187.694,50;75.078,75
28.03.2019;29.03.2019;211.281,25;18.303,00;102.110,75;90.867,50
29.03.2019;30.03.2019;317.142,25;67.459,50;79.849,25;169.833,50
30.03.2019;31.03.2019;365.896,25;40.998,00;117.229,25;207.669,00
31.03.2019;01.04.2019;406.861,25;58.009,75;173.693,50;175.158,00
01.04.2019;02.04.2019;491.380,75;23.495,00;260.263,25;207.622,50
02.04.2019;03.04.2019;653.643,00;83.313,00;386.759,75;183.570,25
03.04.2019;04.04.2019;311.642,75;37.258,00;154.480,25;119.904,50
04.04.2019;05.04.2019;299.438,75;26.563,50;154.381,25;118.494,00
05.04.2019;06.04.2019;241.367,25;47.360,00;103.860,50;90.146,75
06.04.2019;07.04.2019;370.104,75;45.163,25;145.946,25;178.995,25
07.04.2019;08.04.2019;358.829,50;22.617,50;155.475,75;180.736,25
08.04.2019;09.04.2019;356.261,25;67.203,00;143.506,25;145.552,00
09.04.2019;10.04.2019;433.497,75;57.691,50;234.275,75;141.530,50
10.04.2019;11.04.2019;445.721,50;42.694,00;249.249,00;153.778,50
11.04.2019;12.04.2019;385.025,50;17.153,00;200.607,25;167.265,25
12.04.2019;13.04.2019;322.550,75;27.678,00;167.000,00;127.872,75
13.04.2019;14.04.2019;370.200,50;75.945,25;182.601,75;111.653,50
14.04.2019;15.04.2019;438.406,00;93.708,25;242.433,50;102.264,25
15.04.2019;16.04.2019;565.830,75;96.884,50;256.598,00;212.348,25
16.04.2019;17.04.2019;632.201,50;111.898,00;299.297,50;221.006,00
17.04.2019;18.04.2019;585.694,75;108.602,75;276.269,50;200.822,50
18.04.2019;19.04.2019;671.187,75;102.423,50;329.323,00;239.441,25
19.04.2019;20.04.2019;571.845,25;66.694,50;261.302,50;243.848,25
20.04.2019;21.04.2019;413.021,25;23.449,00;143.279,50;246.292,75
21.04.2019;22.04.2019;378.381,25;11.276,25;117.443,50;249.661,50
22.04.2019;23.04.2019;783.760,50;110.243,00;430.566,25;242.951,25
23.04.2019;24.04.2019;1.148.417,25;122.328,25;815.867,25;210.221,75
24.04.2019;25.04.2019;677.852,50;114.512,75;357.810,25;205.529,50
25.04.2019;26.04.2019;543.704,25;58.270,00;268.479,00;216.955,25
26.04.2019;27.04.2019;371.575,00;22.864,00;223.190,25;125.520,75
27.04.2019;28.04.2019;419.922,00;54.691,00;235.235,50;129.995,50
28.04.2019;29.04.2019;257.680,00;10.014,50;111.998,00;135.667,50
29.04.2019;30.04.2019;366.239,50;36.525,50;230.431,75;99.282,25
30.04.2019;01.05.2019;361.729,75;18.059,50;145.100,75;198.569,50
01.05.2019;02.05.2019;458.390,50;57.710,50;212.598,50;188.081,50
02.05.2019;03.05.2019;630.519,75;96.732,00;364.837,50;168.950,25
03.05.2019;04.05.2019;564.403,25;108.348,50;324.735,00;131.319,75
04.05.2019;05.05.2019;415.915,50;80.945,00;219.810,50;115.160,00
05.05.2019;06.05.2019;414.903,50;83.271,50;167.750,50;163.881,50
06.05.2019;07.05.2019;498.148,00;99.466,75;248.063,00;150.618,25
07.05.2019;08.05.2019;294.500,75;37.682,00;93.311,25;163.507,50
